Id,SalePrice
2755,231435.12161350733
359,184417.92761248286
2059,104005.11610066581
2092,241165.38106849958
2516,237292.72658732417
150,103520.69821025594
1656,141347.22368647292
83,102091.91627024548
2411,193785.23461190914
795,72473.84651206476
2312,216989.07152992638
2917,138321.87258144934
1624,189565.9564805842
2215,278614.2969193141
1211,145774.59451165088
1485,169510.1335451133
1024,194009.31259444766
570,197637.62922121317
2874,158308.9425582222
700,159790.81578401048
2756,205034.39255027229
2022,169986.96025927228
583,217732.77366232313
2392,380371.17661213106
2424,177227.25255249962
212,87024.32189581245
736,130296.32462076741
1610,179519.29080492482
890,126787.24938468776
467,171338.04034727285
578,226340.3552917467
1747,219888.94812356625
1149,150606.1613251436
2758,238009.50148476698
857,133505.08419317234
2219,272688.426844335
733,103443.91052462427
2909,106863.9165409101
1798,270963.4885649924
235,118088.60421032857
2366,116579.05853304065
1027,125405.1503871697
1195,148998.36093971977
1303,35960.66761356339
148,176637.67287277078
608,140860.2613913149
2515,210207.52146864816
821,270401.55223903916
2500,273811.5025685564
745,111942.26860586113
741,126105.02706175097
1611,145849.86348811234
2532,135579.62067937697
1081,216300.66685934324
1692,417306.06932272424
2520,199577.6125316189
276,131424.52772638074
1992,141710.70813773788
663,38746.30912582518
418,111866.51730204606
1733,187582.7772441193
2359,138905.4093779808
253,193395.09554068514
1518,171191.2832970532
2035,150148.80802519253
2919,62952.26901593064
1540,240219.3379385344
2120,136499.3400936472
1674,167413.23057560707
256,144189.6098670467
2361,85659.61293897792
978,107494.87551334496
2280,130574.32761095848
2095,245042.75597924675
1709,346068.5193716368
2801,239293.06816582615
1246,114483.3248775438
2373,95489.21928838105
1055,311468.2569519271
2017,134654.14725378313
1099,301553.889222415
1344,90660.09309783392
835,186091.0556140684
1117,221507.7665657986
2043,110700.78996587811
2085,98181.63758933483
410,138964.83662641724
2650,120921.77930758803
2867,153082.17214984604
1668,112216.10733530586
1161,178051.3804791179
2122,175783.1155728936
2539,143882.39750152457
1047,113730.73474621645
1445,135747.28875327102
541,127713.57206573227
569,196797.53515693298
1276,125668.28825238868
918,147943.7494668795
326,147140.09535555122
1936,127544.50968225158
895,88260.997353598
257,147636.87125226407
1241,166134.18522185314
1545,129709.44934910248
1189,181030.88734711809
270,151522.11728899996
2066,200089.28774579059
693,114902.00890440181
1259,162769.64149842958
2916,158999.4457884731
2321,277720.6216875847
1977,106294.48298688809
1895,139196.07946801174
1240,168983.6792945008
85,160084.0604927611
1823,110705.00038626527
825,287855.49605798506
110,238031.4822852902
697,137405.98338187035
2297,98773.08038768626
1231,123865.00704381507
1355,133887.3658557726
968,331432.4056369163
584,236884.92292154185
1315,147386.4832213426
1606,143737.24432676056
206,104298.04943721338
1685,379862.1175242115
2016,128668.60118331751
869,205277.38268661947
2135,118555.46252703159
2346,183505.26250700775
2430,222364.8729965442
2198,87826.60141397483
2652,130640.9021623634
27,119575.0907706368
241,170309.9552344214
906,125791.57620969368
1506,127747.36381118486
2098,328986.18074700714
1435,225989.20073463322
2213,113359.61676870621
1274,137155.80759791698
743,36034.2103241843
1737,208628.73311528168
2797,277117.6354521273
2185,69452.53036362326
58,180664.14092476282
830,214060.75671983015
808,122581.89638961639
680,159453.68816424473
1153,104032.66753488018
1291,157036.48212857477
1818,176981.688150471
2161,187257.2907192647
1883,106474.86255957044
350,355669.2536169536
2473,141629.283299198
295,173694.3467574594
293,188357.97419279363
859,142595.17378974374
288,79349.42308531204
1578,146909.99459182692
102,196435.6330750834
2831,149087.58672973973
1030,146072.33503498085
2551,133271.6857156539
1286,163883.09784738428
958,306053.17434550996
776,140563.69014915614
72,231441.11731338903
2263,243028.89922989474
1866,149898.46181166233
2876,61899.13006161753
2146,239727.98261627535
103,196006.6347997199
1500,174757.28570882877
492,174260.96852064642
167,136906.7947330407
2597,116967.14006197537
2685,111006.69328885883
1035,137224.28183777258
1220,65813.966721448
2602,152197.52192761475
2159,212995.6911711379
695,160750.58435157698
1109,287785.28464219987
640,188140.576080935
1652,156772.63540279074
2090,174949.30800775983
1188,169597.27820965674
2345,234480.737407209
1059,402382.8514672669
2751,207341.51554773198
128,211855.0373536401
1523,184751.4396759644
2925,148340.7444785337
2145,269400.32707289426
1121,230109.87411056142
566,255822.5591052713
565,251755.57631830266
1331,135421.2589632874
2928,128342.85824513799
156,129320.1855436484
797,150230.75340143967
327,76205.52921771728
2859,132680.80310973362
1453,115489.9135787606
1762,360624.9255749523
1868,201561.94050433373
1760,166899.2648253091
1113,252959.01974668412
1812,196058.25970736888
117,156620.1747904123
1142,205549.87524254844
2342,413428.3362408712
927,132768.78126412758
2478,168839.51615124586
655,70542.6228860237
2064,122056.9646434314
369,311342.2173274156
2239,123823.02168603083
2732,188103.96253524508
1653,165235.78444321416
959,199826.54148795077
2395,362565.93108728854
1412,124432.6852407206
271,265341.50901034405
1484,160681.6895602483
1497,151678.3316048914
552,152096.9318060734
2,117910.9320447605
1855,281292.80060537974
4,272248.560597204
2292,173649.20489184916
134,127994.94155139473
646,100529.76961475304
42,340615.11133961077
532,234734.95814855536
713,97144.65215201669
2561,125597.69774618337
2360,136356.32618147353
1333,135970.81869621613
1407,199218.27821960367
2892,307264.99645597284
574,230395.65066040345
1227,215214.82734792234
2591,241302.45004337843
1476,213850.79220159832
1125,271975.5710141957
1446,138870.5032351913
408,98542.72796835435
1101,313023.5876658136
2251,191884.02878145035
373,197559.60873741884
2554,120823.45845405367
2382,299635.549844661
1985,92440.5784389299
519,240092.62221344467
1093,178765.67304176124
864,248720.19422388362
2889,160021.15478770272
2308,181036.76951467516
986,144594.68813759607
1302,147580.5445200366
585,155046.07990571298
2708,149744.50033854492
147,132123.88251776714
1441,224844.37014858227
383,173954.8993135642
285,168439.9024936498
181,117830.19768832035
358,188439.4656116561
780,174858.31766447128
258,189063.74371853154
1865,211796.4185903463
692,135520.1163900898
2902,308212.77758416266
508,253781.09100897377
2638,137794.1441462062
36,132463.98708592888
611,177363.2817150834
2281,141298.45939181917
1678,118324.06311916688
1696,432460.1981253675
1557,94586.54069222706
2180,157908.66975388222
1726,259772.89906509814
951,153453.3830127087
267,224222.11989900755
2706,124685.7880477201
2221,229487.94948975026
1357,163686.6651428604
2901,287853.20838056394
347,181238.4768351918
2164,212781.32759969856
1586,308359.6215061977
360,148454.7861903692
1769,259248.04333995347
2617,173199.712595868
1879,138720.1407566934
991,216841.831857404
1535,107878.41378163845
1191,137573.4681010755
1579,209676.20640657074
1882,152733.3553445954
1510,117508.12862503962
2196,171525.71536951608
1845,185108.38531678385
2336,395009.6304523876
942,89701.40183316739
861,134314.49543369678
2555,108191.27888296453
1392,136970.23780834238
2099,252833.41225153362
1543,117317.07335728496
948,257087.49115163356
1239,164693.4941659377
22,210843.34650971685
2796,229727.56056365295
2747,174349.39258949153
92,297273.675517985
210,151715.1058199443
1858,214542.48068040088
2228,159095.90209456545
447,253691.15728237532
827,234590.2583115047
1649,237899.82221664995
682,133196.62592676963
2698,117295.96784061355
494,169901.20612763314
214,102073.77711260987
2441,223244.02511651904
2679,114017.40598936834
1336,119023.27045411573
465,196519.43926146568
1524,140100.00570724785
2543,119737.92315631773
631,136546.50473376972
2452,333691.6209007867
228,174464.1963733327
126,166560.67895948543
1092,241767.35510649052
1122,210954.2546792362
932,203645.50731734803
1980,102064.04221030985
2171,117118.6277527229
551,148611.2082979941
2768,166369.45762099512
2056,105217.93006772484
1159,357871.72835915565
2645,116415.10637948688
1174,187331.9988541553
2266,213645.30782718663
2462,333019.01939713117
1219,142726.19041064067
2922,191342.17089105185
118,146320.53329788102
474,166358.65079215312
2576,150344.73433945727
872,278652.93522547523
1077,256777.61613165462
1536,148684.48565216828
1150,135467.77345444442
2341,357823.04080954683
1931,154544.08778002043
2785,139837.59342309582
2538,125713.59517970218
597,200679.72501484255
464,228064.19728530932
233,249618.6873791545
2169,141639.47397091525
2123,174844.3615789205
1867,151376.58226574742
137,249974.31497340597
515,237996.18411321798
933,105774.7343757183
2784,165579.2134609449
972,153871.23369603415
599,162273.39887238378
2614,134032.73171393725
2582,167808.8638195808
1409,168002.84438057727
175,107234.13841809348
352,258696.13899917685
976,125950.50559578472
2134,192009.90365622847
984,113631.87412534379
2396,376596.938368222
1673,141180.33092336767
404,105380.2973100588
607,167540.9291425937
814,194229.6703295488
868,198904.5007680105
2271,182624.64767231527
1633,287251.86394978024
337,163633.7894349651
2765,164205.14043707564
1746,239470.55764468247
368,350729.5937965133
2806,209937.69714505837
1662,175063.04553915942
1234,214668.79180244784
1373,137618.88403163163
1672,101454.19247536836
1939,132399.65100830272
